Source,Target,weight,when_start,when_end
journal of documentation,scientometrics,0.08029167021227593,1980,1985
journal of information science,law library journal,0.006693494407520824,1980,1985
journal of information science,library & information science research,0.010040241611281236,1980,1985
journal of information science,library and information science,0.030037403167077623,1980,1985
journal of information science,library quarterly,0.008035765534382391,1980,1985
journal of information science,library resources & technical services,0.002180601133287662,1980,1985
journal of information science,library trends,0.03139527165732566,1980,1985
journal of information science,mis quarterly,0.03927140829484966,1980,1985
journal of information science,scientometrics,0.06631883023053005,1980,1985
journal of information science,zeitschrift fur bibliothekswesen und bibliographie,0.010301070542879116,1980,1985
law library journal,library and information science,0.011080374921908893,1980,1985
law library journal,library quarterly,0.008892842141870135,1980,1985
law library journal,library resources & technical services,0.05791629903507591,1980,1985
law library journal,library trends,0.009475587393582686,1980,1985
law library journal,mis quarterly,0.002414444890580247,1980,1985
law library journal,scientometrics,0.0022017674075364238,1980,1985
law library journal,zeitschrift fur bibliothekswesen und bibliographie,0.017099639201419232,1980,1985
library & information science research,library quarterly,0.07336594767042862,1980,1985
library & information science research,library resources & technical services,0.02714826517269183,1980,1985
library & information science research,library trends,0.03553345272593507,1980,1985
library & information science research,mis quarterly,0.0036216673358703704,1980,1985
library & information science research,scientometrics,0.0033026511113046354,1980,1985
library and information science,library quarterly,0.05320945352876711,1980,1985
library and information science,library resources & technical services,0.01804877739556963,1980,1985
library and information science,library trends,0.014174063225038303,1980,1985
library and information science,mis quarterly,0.0024077659154324795,1980,1985
library and information science,scientometrics,0.04830488856535904,1980,1985
library and information science,zeitschrift fur bibliothekswesen und bibliographie,0.051157011612895896,1980,1985
library quarterly,library resources & technical services,0.03476523407131862,1980,1985
library quarterly,library trends,0.03412728567151333,1980,1985
library quarterly,mis quarterly,0.007729659817983019,1980,1985
library quarterly,scientometrics,0.015859775690552216,1980,1985
library quarterly,zeitschrift fur bibliothekswesen und bibliographie,0.027371590578208,1980,1985
library resources & technical services,library trends,0.021608643775151884,1980,1985
library resources & technical services,mis quarterly,0.0047194552896712896,1980,1985
library resources & technical services,scientometrics,0.011476639762250704,1980,1985
library resources & technical services,zeitschrift fur bibliothekswesen und bibliographie,0.011141412945539659,1980,1985
library trends,mis quarterly,0.004118091042182817,1980,1985
library trends,scientometrics,0.04881951240766088,1980,1985
library trends,telecommunications policy,0.008206099398622182,1980,1985
library trends,zeitschrift fur bibliothekswesen und bibliographie,0.007291310654330117,1980,1985
mis quarterly,scientometrics,0.0038275531685081536,1980,1985
scientometrics,zeitschrift fur bibliothekswesen und bibliographie,0.020330691268131196,1980,1985
college & research libraries,electronic library,0.01702414373689601,1985,1990
college & research libraries,government information quarterly,0.0371032610747203,1985,1990
college & research libraries,information & management,0.012459350987661294,1985,1990
college & research libraries,information processing & management,0.013313914955615175,1985,1990
college & research libraries,information technology and libraries,0.04300605785835998,1985,1990
college & research libraries,international journal of information management,0.012878123858406719,1985,1990
college & research libraries,journal of academic librarianship,0.10042001904097518,1985,1990
college & research libraries,journal of documentation,0.04053833201785904,1985,1990
college & research libraries,journal of information science,0.014783922756310621,1985,1990
college & research libraries,law library journal,0.024757007176326312,1985,1990
college & research libraries,library & information science research,0.05163568225821585,1985,1990
college & research libraries,library and information science,0.011692552462042843,1985,1990
college & research libraries,library quarterly,0.04039551194325936,1985,1990
college & research libraries,library resources & technical services,0.04767506206531116,1985,1990
college & research libraries,library trends,0.0674072562868855,1985,1990
college & research libraries,mis quarterly,0.011477597506969446,1985,1990
college & research libraries,scientometrics,0.03550788131138246,1985,1990
college & research libraries,telecommunications policy,0.0039576811813034985,1985,1990
college & research libraries,zeitschrift fur bibliothekswesen und bibliographie,0.006996258002685225,1985,1990
electronic library,information & management,0.0021885872969409532,1985,1990
electronic library,information processing & management,0.04749356901459776,1985,1990
electronic library,information technology and libraries,0.028903665650803996,1985,1990
electronic library,journal of academic librarianship,0.04565543744410528,1985,1990
electronic library,journal of documentation,0.029373674772302332,1985,1990
electronic library,journal of information science,0.0342793098610093,1985,1990
electronic library,library & information science research,0.023202917885425417,1985,1990
electronic library,library and information science,0.007530940414109723,1985,1990
electronic library,library quarterly,0.006504486390583048,1985,1990
electronic library,library resources & technical services,0.0127061623312567,1985,1990
electronic library,library trends,0.023992871748434827,1985,1990
electronic library,mis quarterly,0.003856952454332642,1985,1990
electronic library,scientometrics,0.009943443440502856,1985,1990
electronic library,zeitschrift fur bibliothekswesen und bibliographie,0.02703690352179376,1985,1990
government information quarterly,information & management,0.007949859047068717,1985,1990
government information quarterly,information processing & management,0.004312909745889714,1985,1990
government information quarterly,information technology and libraries,0.0104990131391452,1985,1990
government information quarterly,journal of academic librarianship,0.012437964877624864,1985,1990
government information quarterly,journal of information science,0.002767037917378831,1985,1990
government information quarterly,law library journal,0.03475240234284579,1985,1990
government information quarterly,library & information science research,0.02022783485156837,1985,1990
government information quarterly,library and information science,0.005471101369155107,1985,1990
government information quarterly,library quarterly,0.009450799618729045,1985,1990
government information quarterly,library trends,0.014940357616679922,1985,1990
government information quarterly,mis quarterly,0.002802010996412861,1985,1990
government information quarterly,scientometrics,0.004334246510796435,1985,1990
government information quarterly,telecommunications policy,0.005555555555555556,1985,1990
information & management,information processing & management,0.048385849062673646,1985,1990
information & management,information technology and libraries,0.019230491425426974,1985,1990
information & management,international journal of information management,0.1324467120133941,1985,1990
information & management,journal of academic librarianship,0.00474624324525643,1985,1990
information & management,journal of documentation,0.0040715005931719365,1985,1990
information & management,journal of information science,0.051949441051966506,1985,1990
information & management,law library journal,0.002652256321657389,1985,1990
information & management,library & information science research,0.011578207384609398,1985,1990
information & management,library quarterly,0.005409541789271041,1985,1990
information & management,library resources & technical services,0.002113449455800413,1985,1990
information & management,library trends,0.01824364602860619,1985,1990
information & management,mis quarterly,0.36022306094793394,1985,1990
information & management,scientometrics,0.0019847029729582687,1985,1990
information & management,telecommunications policy,0.02162361660802691,1985,1990
information processing & management,information technology and libraries,0.021735022123220878,1985,1990
information processing & management,international journal of information management,0.027132443085485593,1985,1990
information processing & management,journal of academic librarianship,0.01630772126168164,1985,1990
information processing & management,journal of documentation,0.10455204538135673,1985,1990
information processing & management,journal of information science,0.16268408080872518,1985,1990
information processing & management,law library journal,0.004796287192241285,1985,1990
information processing & management,library & information science research,0.038385963470613814,1985,1990
information processing & management,library and information science,0.04870290028216913,1985,1990
information processing & management,library quarterly,0.028369270264318836,1985,1990
information processing & management,library resources & technical services,0.0038219196514047422,1985,1990
information processing & management,library trends,0.010309826235529031,1985,1990
information processing & management,mis quarterly,0.04118506838164135,1985,1990
information processing & management,scientometrics,0.05832282773460758,1985,1990
information processing & management,telecommunications policy,0.006900655593423542,1985,1990
information technology and libraries,international journal of information management,0.003416333590378282,1985,1990
information technology and libraries,journal of academic librarianship,0.06268145120371679,1985,1990
information technology and libraries,journal of documentation,0.01075408707768505,1985,1990
information technology and libraries,journal of information science,0.023008524621250064,1985,1990
information technology and libraries,law library journal,0.008756782291545561,1985,1990
information technology and libraries,library & information science research,0.0025484676465969067,1985,1990
information technology and libraries,library and information science,0.004135763891545542,1985,1990
information technology and libraries,library quarterly,0.017860332487043645,1985,1990
information technology and libraries,library resources & technical services,0.04884487080775536,1985,1990
information technology and libraries,library trends,0.03011693009684171,1985,1990
information technology and libraries,mis quarterly,0.006354363657751479,1985,1990
information technology and libraries,scientometrics,0.0054606373278175205,1985,1990
international journal of information management,journal of information science,0.030612994913147108,1985,1990
international journal of information management,library & information science research,0.006582050212546344,1985,1990
international journal of information management,library and information science,0.007121091148698563,1985,1990
international journal of information management,library quarterly,0.009225748296194729,1985,1990
international journal of information management,library trends,0.011343565162162877,1985,1990
international journal of information management,mis quarterly,0.12399967176600915,1985,1990
international journal of information management,scientist,0.03131121455425748,1985,1990
international journal of information management,scientometrics,0.0075218406390878696,1985,1990
international journal of information management,telecommunications policy,0.018077538151554683,1985,1990
journal of academic librarianship,journal of documentation,0.023356933829475138,1985,1990
journal of academic librarianship,journal of information science,0.009911900284247276,1985,1990
journal of academic librarianship,law library journal,0.010373979834081696,1985,1990
journal of academic librarianship,library & information science research,0.036229406318525316,1985,1990
journal of academic librarianship,library and information science,0.0032663696002308727,1985,1990
journal of academic librarianship,library quarterly,0.008463507388072007,1985,1990
journal of academic librarianship,library resources & technical services,0.04959901165462833,1985,1990
journal of academic librarianship,library trends,0.0817641630499848,1985,1990
journal of academic librarianship,mis quarterly,0.005018589267854661,1985,1990
journal of academic librarianship,scientometrics,0.010350567527472801,1985,1990
journal of academic librarianship,telecommunications policy,0.0033167906340332972,1985,1990
journal of academic librarianship,zeitschrift fur bibliothekswesen und bibliographie,0.02345325149100973,1985,1990
journal of documentation,journal of information science,0.07369084353221841,1985,1990
journal of documentation,law library journal,0.0029663927774337597,1985,1990
journal of documentation,library & information science research,0.022445876805670142,1985,1990
journal of documentation,library and information science,0.10367440686727585,1985,1990
journal of documentation,library quarterly,0.007260305376318419,1985,1990
journal of documentation,library resources & technical services,0.021273920755577547,1985,1990
journal of documentation,library trends,0.020404445592761333,1985,1990
journal of documentation,mis quarterly,0.002152564473110206,1985,1990
journal of documentation,scientometrics,0.06289358534494052,1985,1990
journal of information science,law library journal,0.004615738320127643,1985,1990
journal of information science,library & information science research,0.024179552360971204,1985,1990
journal of information science,library and information science,0.05885944032001481,1985,1990
journal of information science,library quarterly,0.02071137094850155,1985,1990
journal of information science,library resources & technical services,0.0036780493503338766,1985,1990
journal of information science,library trends,0.007937382916714168,1985,1990
journal of information science,mis quarterly,0.04465883907064411,1985,1990
journal of information science,scientist,0.019170601037478835,1985,1990
journal of information science,scientometrics,0.07426080732406277,1985,1990
journal of information science,telecommunications policy,0.017709042671224518,1985,1990
law library journal,library & information science research,0.0056237268422907405,1985,1990
law library journal,library and information science,0.009126427969889892,1985,1990
law library journal,library quarterly,0.0157650235589609,1985,1990
law library journal,library resources & technical services,0.019247575487498236,1985,1990
law library journal,library trends,0.04361391879943234,1985,1990
law library journal,mis quarterly,0.003505558086591047,1985,1990
law library journal,scientometrics,0.002410007657540371,1985,1990
library & information science research,library and information science,0.01859231387184513,1985,1990
library & information science research,library quarterly,0.057350764170874945,1985,1990
library & information science research,library resources & technical services,0.0313688523848541,1985,1990
library & information science research,library trends,0.06769528337456038,1985,1990
library & information science research,mis quarterly,0.017683728094567978,1985,1990
library & information science research,scientometrics,0.04909655667077097,1985,1990
library & information science research,telecommunications policy,0.005394089293751566,1985,1990
library and information science,library quarterly,0.014891409427288043,1985,1990
library and information science,library trends,0.005885295192884479,1985,1990
library and information science,mis quarterly,0.003311298618954206,1985,1990
library and information science,scientometrics,0.09219654065171536,1985,1990
library quarterly,library resources & technical services,0.015702941392437653,1985,1990
library quarterly,library trends,0.06099767686111429,1985,1990
library quarterly,mis quarterly,0.007626598403493097,1985,1990
library quarterly,scientist,0.032738530223582564,1985,1990
library quarterly,scientometrics,0.04522215317997075,1985,1990
library resources & technical services,library trends,0.054613011904101304,1985,1990
library resources & technical services,mis quarterly,0.0027934026473553013,1985,1990
library resources & technical services,scientometrics,0.014403102739483675,1985,1990
library trends,mis quarterly,0.013563627011658,1985,1990
library trends,scientometrics,0.01036083085922334,1985,1990
library trends,telecommunications policy,0.009960238411119947,1985,1990
mis quarterly,scientometrics,0.00874411659677929,1985,1990
mis quarterly,telecommunications policy,0.028020109964128605,1985,1990
scientist,scientometrics,0.03002854067691021,1985,1990
scientometrics,telecommunications policy,0.0011557990695457159,1985,1990
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,college & research libraries,0.016732187334458217,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,electronic library,0.014260997240803914,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information processing & management,0.059915136905495305,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information systems research,0.001717954413976642,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,information technology and libraries,0.03694634514427596,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,international journal of information management,0.006051804279668746,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of academic librarianship,0.003964541134536414,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of documentation,0.0030573463733700942,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of information science,0.01922250145663169,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of information technology,0.008266125373597619,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,journal of the american medical informatics association,0.011770228007480132,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,law library journal,0.004537305961296937,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,library & information science research,0.02795707793825683,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,library and information science,0.004002209829907593,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,library quarterly,0.04066194609141216,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,library trends,0.01718154881700318,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,mis quarterly,0.0016032580525245272,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,scientometrics,0.0165887990458231,1990,1995
canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie,social science computer review,0.008834004988634698,1990,1995
college & research libraries,electronic library,0.005925672322331515,1990,1995
college & research libraries,european journal of information systems,0.001051010023799981,1990,1995
college & research libraries,government information quarterly,0.006644004964203044,1990,1995
college & research libraries,information & management,0.0038610440096505314,1990,1995
college & research libraries,information processing & management,0.01298905938573881,1990,1995
college & research libraries,information systems journal,0.00381928281017913,1990,1995
college & research libraries,information systems research,0.004283025127920765,1990,1995
college & research libraries,information technology and libraries,0.023027695518339705,1990,1995
college & research libraries,international journal of information management,0.006286553547881298,1990,1995
college & research libraries,journal of academic librarianship,0.1153131151523877,1990,1995
college & research libraries,journal of documentation,0.021596396951441738,1990,1995
college & research libraries,journal of information science,0.013692439947422667,1990,1995
college & research libraries,journal of information technology,0.0022898048204324345,1990,1995
college & research libraries,journal of librarianship and information science,0.007697674148462134,1990,1995
college & research libraries,knowledge organization,0.003322002482101522,1990,1995
college & research libraries,law library journal,0.01696790842108197,1990,1995
college & research libraries,library & information science research,0.04541039545354948,1990,1995
college & research libraries,library and information science,0.014966839453871662,1990,1995
college & research libraries,library quarterly,0.0220943620172126,1990,1995
college & research libraries,library resources & technical services,0.04495634610434916,1990,1995
college & research libraries,library trends,0.03569604094319431,1990,1995
college & research libraries,mis quarterly,0.0033308967483062805,1990,1995
college & research libraries,scientometrics,0.023185246707559313,1990,1995
college & research libraries,telecommunications policy,0.0017237024488629645,1990,1995
college & research libraries,zeitschrift fur bibliothekswesen und bibliographie,0.03452326249121853,1990,1995
electronic library,european journal of information systems,0.010749426180713348,1990,1995
electronic library,government information quarterly,0.01698823971458752,1990,1995
electronic library,information & management,0.012066278913882914,1990,1995
electronic library,information processing & management,0.042898942522406135,1990,1995
electronic library,information systems journal,0.007324222242462154,1990,1995
electronic library,information systems research,0.009126154326186553,1990,1995
electronic library,information technology and libraries,0.013084477866314328,1990,1995
electronic library,journal of academic librarianship,0.004212104108460467,1990,1995
electronic library,journal of documentation,0.022737821473594856,1990,1995
electronic library,journal of information science,0.023340385139955247,1990,1995
electronic library,journal of information technology,0.01463716290050601,1990,1995
electronic library,journal of librarianship and information science,0.04592558959462932,1990,1995
electronic library,law library journal,0.004820634830708038,1990,1995
electronic library,library & information science research,0.027002579949738485,1990,1995
electronic library,library and information science,0.01275637499680971,1990,1995
electronic library,library resources & technical services,0.003831670748930857,1990,1995
electronic library,library trends,0.03390110009049306,1990,1995
electronic library,mis quarterly,0.0034067447408389915,1990,1995
electronic library,scientometrics,0.0032044863450626667,1990,1995
electronic library,social science computer review,0.009385638197228473,1990,1995
electronic library,telecommunications policy,0.004407382377899543,1990,1995
electronic library,zeitschrift fur bibliothekswesen und bibliographie,0.014712247158412491,1990,1995
european journal of information systems,government information quarterly,0.0030131281744116517,1990,1995
european journal of information systems,information & management,0.15681403952296502,1990,1995
european journal of information systems,information processing & management,0.03190784480814366,1990,1995
european journal of information systems,information systems journal,0.18360112651336463,1990,1995
european journal of information systems,information systems research,0.09906231128112289,1990,1995
european journal of information systems,international journal of information management,0.1254448838544773,1990,1995
european journal of information systems,journal of documentation,0.009218070404047247,1990,1995
european journal of information systems,journal of information science,0.019663954178285942,1990,1995
european journal of information systems,journal of information technology,0.2211901213238372,1990,1995
european journal of information systems,journal of librarianship and information science,0.009309276148603295,1990,1995
european journal of information systems,journal of the american medical informatics association,0.005914649350260077,1990,1995
european journal of information systems,knowledge organization,0.0030131281744116517,1990,1995
european journal of information systems,library & information science research,0.004789326957665648,1990,1995
european journal of information systems,library quarterly,0.0058941366777843646,1990,1995
european journal of information systems,library trends,0.023126487124298233,1990,1995
european journal of information systems,mis quarterly,0.10997151497787104,1990,1995
european journal of information systems,scientometrics,0.0034101925519221506,1990,1995
european journal of information systems,social science computer review,0.04994066135519553,1990,1995
european journal of information systems,telecommunications policy,0.001563435440206464,1990,1995
government information quarterly,information & management,0.02828790773399196,1990,1995
government information quarterly,information processing & management,0.003103181694117066,1990,1995
government information quarterly,information systems journal,0.0218989131993035,1990,1995
government information quarterly,information systems research,0.014325446276579322,1990,1995
government information quarterly,information technology and libraries,0.007335314135594359,1990,1995
government information quarterly,international journal of information management,0.036045691641611935,1990,1995
government information quarterly,journal of documentation,0.018210133626815037,1990,1995
government information quarterly,journal of information science,0.006542448953507874,1990,1995
government information quarterly,journal of information technology,0.0032823071436574747,1990,1995
government information quarterly,journal of librarianship and information science,0.007356123579206247,1990,1995
government information quarterly,library & information science research,0.027248342285249236,1990,1995
government information quarterly,library quarterly,0.007452007585104302,1990,1995
government information quarterly,library resources & technical services,0.004296160518553892,1990,1995
government information quarterly,library trends,0.020467311299660815,1990,1995
government information quarterly,mis quarterly,0.038197233560496854,1990,1995
government information quarterly,scientometrics,0.005389419637012653,1990,1995
government information quarterly,telecommunications policy,0.004941662111074009,1990,1995
information & management,information processing & management,0.05730671736680961,1990,1995
information & management,information systems journal,0.167561101535526,1990,1995
information & management,information systems research,0.22887075494506726,1990,1995
information & management,information technology and libraries,0.001894571512529715,1990,1995
information & management,international journal of information management,0.2057490896633426,1990,1995
information & management,journal of academic librarianship,0.0018296792275318602,1990,1995
information & management,journal of documentation,0.007995660391724604,1990,1995
information & management,journal of information science,0.05491816142594887,1990,1995
information & management,journal of information technology,0.15598733074580096,1990,1995
information & management,journal of librarianship and information science,0.01424959645714242,1990,1995
information & management,journal of the american medical informatics association,0.004828523869816353,1990,1995
information & management,knowledge organization,0.003689727095738082,1990,1995
information & management,law library journal,0.0041880329574697376,1990,1995
information & management,library & information science research,0.01798530049095178,1990,1995
information & management,library and information science,0.0036941274873981173,1990,1995
information & management,library quarterly,0.006736489204579236,1990,1995
information & management,library resources & technical services,0.002774040477765981,1990,1995
